_id,manufacturerId,shortName,fullName,description,shortNameJa,fullNameJa,descriptionJa,type,powerSource,lowFps,generic,deleted
25107,"asg","SL, AW 308 Sniper","","","","","",2,1,false
25108,"asg","Steyr SSG 69 S2 Sniper Rifle","","","","","",2,1,false
25109,"asg","Tactical Sniper Rifle","","","","","",2,4,false

25120,"asg","Franchi SPAS-12","","","","","",4,1,false
25121,"asg","Franchi SAS 12 Short","","","","","",4,1,false
25122,"asg","Franchi SAS 12, Flex-Stock","","","","","",4,1,false
25123,"asg","Franchi SAS 12 ","","","","","",4,1,false
25124,"asg","Franchi Tactical Pumpgun","","","","","",4,1,false
25125,"asg","Microgun M132","","","","","",2,4,false

26000,"bolt","B4A1 ELITE DX","","M4 Series","","","",2,2,false
26001,"bolt","B4A1 ELITE SD","","M4 Series","","","",2,2,false
26002,"bolt","B4 SOPMOD","","M4 Series","","","",2,2,false
26003,"bolt","B4 CQB-R","","M4 Series","","","",2,2,false
26004,"bolt","B4 SHORTY","","M4 Series","","","",2,2,false
26005,"bolt","M16A4","","M4 Series","","","",2,2,false
26006,"bolt","B4 PMC","","RAS Series","","","",2,2,false
26007,"bolt","PMC Q","","RAS Series","","","",2,2,false
26008,"bolt","PMC BABY","","RAS Series","","","",2,2,false
26009,"bolt","B4 PMC QDS","","RAS Series","","","",2,2,false
26010,"bolt","B4TSD","","RAS Series","","","",2,2,false
26011,"bolt","B4FS","","RAS Series","","","",2,2,false
26012,"bolt","B4LRP","","RAS Series","","","",2,2,false
26013,"bolt","MK-12 MOD FIX","","MK-12 Series","","","",2,2,false
26014,"bolt","MK-12 MOD RET","","MK-12 Series","","","",2,2,false
26015,"bolt","PDW","","PDW Series","","","",2,2,false
26016,"bolt","PDW-L","","PDW Series","","","",2,2,false
26017,"bolt","AKS74U","","AK Series","","","",2,2,false
26018,"bolt","AKS74U-TACTICAL","","AK Series","","","",2,2,false
26019,"bolt","AKM","","AK Series","","","",2,2,false
26020,"bolt","SWAT","","SWAT Series","","","",8,2,false
26021,"bolt","SWAT A4","","SWAT Series","","","",8,2,false
26022,"bolt","SWAT A4 TACTICAL","","SWAT Series","","","",8,2,false
26023,"bolt","SWAT TACTICAL RAIL","","SWAT Series","","","",8,2,false
26024,"bolt","SWAT SD5","","SWAT Series","","","",8,2,false
26025,"bolt","SWAT SD5 SHORTY","","SWAT Series","","","",8,2,false
26026,"bolt","SWAT SD6","","SWAT Series","","","",8,2,false
26027,"bolt","SWAT SD6 SHORTY","","SWAT Series","","","",8,2,false
26028,"bolt","SWAT K","","SWAT Series","","","",8,2,false
26029,"bolt","SWAT SD TACTICAL","","SWAT Series","","","",8,2,false
26030,"bolt","SWAT SD LONG TACTICAL","","SWAT Series","","","",8,2,false
26031,"bolt","SWAT KP","","SWAT Series","","","",8,2,false
26032,"bolt","SWAT MPD","","SWAT Series","","","",8,2,false
26033,"bolt","SWAT MPD A1","","SWAT Series","","","",8,2,false
26034,"bolt","B4 KEYMOD","","KEYMOD Series","","","",2,2,false
26035,"bolt","B4 KEYMOD COBRA","","KEYMOD Series","","","",2,2,false
26036,"bolt","B4 KEYMOD REBEL","","KEYMOD Series","","","",2,2,false
26037,"bolt","BR47 KEYMOD QDC","","KEYMOD Series","","","",2,2,false
26038,"bolt","BR47 KEYMOD","","KEYMOD Series","","","",2,2,false
26039,"bolt","BR MK18 MOD1 9-inch","","BR Series","","","",2,2,false
26040,"bolt","BR RAS 9-inch","","BR Series","","","",2,2,false
26041,"bolt","BR PMC","","BR Series","","","",2,2,false
26042,"bolt","BR FS URX2","","BR Series","","","",2,2,false
26043,"bolt","BR47 ELITE SD","","BR Series","","","",2,2,false
26044,"bolt","BR47 ELITE DX","","BR Series","","","",2,2,false
26045,"bolt","DEVGRU","","DEVGRU Series","","","",2,2,false
26046,"bolt","DEVGRU-EXT","","DEVGRU Series","","","",2,2,false
26047,"bolt","KEYMOD-K12","","DEVGRU Series","","","",2,2,false
26048,"bolt","MK18 MOD-1","","","","","",2,2,false
26049,"bolt","SOPMODBLOCK II","","","","","",2,2,false
26050,"bolt","MK18 LITE","","","","","",2,2,false
26051,"bolt","MK18 SHORT","","","","","",2,2,false
26052,"bolt","FN SCAR-SC","","","","","",2,2,false
26053,"bolt","SR47","","","","","",2,2,false
26054,"bolt","SR47 URX3.1","","","","","",2,2,false
26055,"bolt","SR16 URX3.1","","","","","",2,2,false

27000,"classicarmy","M4A1 RIS Carbine","","","","","",2,2,false
27001,"classicarmy","CA4A1 EC1","","","","","",2,2,false
27002,"classicarmy","CA4A1 EC2","","","","","",2,2,false
27003,"classicarmy","ARS4-13","","","","","",2,2,false
27004,"classicarmy","CAPSD","","","","","",2,2,false
27005,"classicarmy","M6A2","","","","","",2,2,false
27006,"classicarmy","M14 Scout","","","","","",2,2,false
27007,"classicarmy","M14 Match","","","","","",2,2,false
27008,"classicarmy","CA249 MKII","","","","","",2,2,false
27009,"classicarmy","CA249","","","","","",2,2,false
27010,"classicarmy","CA249P","","","","","",2,2,false
27011,"classicarmy","MK46 S.P.W","MK46 Special Purpose Weapon","","","","",2,2,false
27012,"classicarmy","CA25","","","","","",2,2,false
27013,"classicarmy","M110-ARS2","","","","","",2,2,false
27014,"classicarmy","CA25 ARS","","","","","",2,2,false
27015,"classicarmy","M110 Special","","","","","",2,2,false
27016,"classicarmy","M110-13","","","","","",2,2,false
27017,"classicarmy","M4 Carbine","","","","","",2,2,false
27018,"classicarmy","CA BMP","","","","","",2,2,false
27019,"classicarmy","CAK 47 Special","","","","","",2,2,false
27020,"classicarmy","CAK 47","","","","","",2,2,false
27021,"classicarmy","CAK1 Tactical","","","","","",2,2,false
27022,"classicarmy","CA5A2 - Tactical","","","","","",8,2,false
27023,"classicarmy","CA5A3 - Tactical","","","","","",8,2,false
27024,"classicarmy","CA5 SD3","","","","","",8,2,false
27025,"classicarmy","CA5 A4","","","","","",8,2,false
27026,"classicarmy","CA5 SD5","","","","","",8,2,false
27027,"classicarmy","M24 Socom Sniper","","","","","",2,1,false
27028,"classicarmy","Light Machine Gun","","","","","",2,2,false
27029,"classicarmy","CAUG-A2","","","","","",2,2,false
27030,"classicarmy","CAUG-A1","","","","","",2,2,false
27031,"classicarmy","CA33","","","","","",2,2,false
27032,"classicarmy","CA53","","","","","",2,2,false
27033,"classicarmy","CA36C","","","","","",2,2,false
27034,"classicarmy","CA36K","","","","","",2,2,false
27035,"classicarmy","CA36","","","","","",2,2,false
27036,"classicarmy","CA8-2","","","","","",2,2,false
27037,"classicarmy","UMC","","","","","",8,2,false
27038,"classicarmy","CA90","","","","","",2,2,false
27039,"classicarmy",CA90 (TACTICS)","","","","","",2,2,false
27040,"classicarmy","CA416","","","","","",2,2,false
27041,"classicarmy","CA416 Short Version","","","","","",2,2,false
27042,"classicarmy","Russia CVD","","","","","",2,2,false
27043,"classicarmy","CAK A1","","","","","",2,2,false
27044,"classicarmy","CAK U","","","","","",2,2,false
27045,"classicarmy","CAKA1 Compact","","","","","",2,2,false
27046,"classicarmy","CA18M","","","","","",2,2,false
27047,"classicarmy","CAK A1","","","","","",2,2,false
27048,"classicarmy","CA1911A1","","","","","",1,4,false
27049,"classicarmy","BABA YAGA","","","","","",1,4,false
27050,"classicarmy","CA-SG1","","","","","",2,2,false
27051,"classicarmy","CA-51S","","","","","",2,2,false
27052,"classicarmy","CA-51","","","","","",2,2,false
27053,"classicarmy","CA-A4","","","","","",2,2,false
27054,"classicarmy","CA-A3","","","","","",2,2,false
27055,"classicarmy","CA-552","","","","","",2,2,false
27056,"classicarmy","CAECR-4","CAECR-4 Enhanced Combat Rifle 4","","","","",2,2,false
27057,"classicarmy","CAECR-5","CAECR-5 Enhanced Combat Rifle 5","","","","",2,2,false
27058,"classicarmy","ISSC CQC","","","","","",2,2,false
27059,"classicarmy","CA MK16","","","","","",2,2,false
27060,"classicarmy","CA MK17-LONG","","","","","",2,2,false
27061,"classicarmy","M16A2 Carbine","","","","","",2,2,false
27062,"classicarmy","Nemesis with 10-inch M lock Rail","","","","","",2,2,false
27063,"classicarmy","Nemesis Delte Elite 12-inch","","","","","",2,2,false
27064,"classicarmy",Nemesis X9","","","","","",8,2,false
27065,"classicarmy","Nemesis LX-13","Nemesis LX-13 (Logo Xtreme, M-Lok 13-inch)","","","","",2,2,false
27066,"classicarmy","Nemesis ME-14","Nemesis ME-14 (M-Lok 14-inch)","","","","",2,2,false
27067,"classicarmy","Nemesis Delte Elite 12-inch","","","","","",2,2,false
27068,"classicarmy","SCARAB Special Applications Rifle (SAR)","","","","","",2,2,false
27069,"classicarmy","SCARAB Advanced Battle Rifle (ABR)","","","","","",2,2,false
27070,"classicarmy","SCARAB Rapid Assault Carbine (RAC)","","","","","",2,2,false
27071,"classicarmy","DT4-Double Barrel AR","","","","","",2,2,false
27072,"classicarmy","M870 Tactical Long Shotgun","","","","","",4,4,false
27073,"classicarmy","M870 Police Version","","","","","",4,4,false


28001,"e&l","QBZ 191","","","","","",2,4,false
28002,"e&l","AKM","","","","","",2,4,false
28003,"e&l","Type 56","","","","","",2,4,false
28004,"e&l","AKS74","","","","","",2,2,false
28005,"e&l","AK104","","","","","",2,2,false
28006,"e&l","AK105","","","","","",2,2,false
28007,"e&l","AK12","","","","","",2,2,false
28008,"e&l","AK74","","","","","",2,2,false
28009,"e&l","AKS74","","","","","",2,2,false
28010,"e&l","AKM","","","","","",2,2,false
28011,"e&l","AKMS","","","","","",2,2,false
